0	"Babe! How goes that day ? What are you up to ? I miss you already
0	Have a nice day my dear.
0	Hi msg me:)i'm in office..
1	"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE
0	Uncle Abbey! Happy New Year. Abiola
1	"If you don't
0	Speak only when you feel your words are better than the silence... Gud mrng:-)
0	"
0	"Hi Shanil
1	"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE
0	"Haha
1	"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob
0	Y de asking like this.
1	Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!
0	"Awesome
1	we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
1	Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&
0	Aiyar sorry lor forgot 2 tell u...
0	If you have belive me. Come to my home.
0	Do we have any spare power supplies
0	K...k:)why cant you come here and search job:)
0	Ok lor.
0	"Rose for red
0	There bold 2  &lt;#&gt; . Is that yours
1	"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10
0	"Hi
0	K..k..i'm also fine:)when will you complete the course?
1	Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+
0	"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."
1	BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary
0	Not from this campus. Are you in the library?
1	"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST
0	Hasn't that been the pattern recently crap weekends?
0	:-) yeah! Lol. Luckily i didn't have a starring role like you!
0	Sweetheart
0	"Good morning
0	"Ha ha nan yalrigu heltini..Iyo kothi chikku
1	"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk
0	Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...
0	Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.
0	Also remember to get dobby's bowl from your car
1	INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.
0	Might ax well im there.
0	I dont know what to do to come out of this so only am ask questions like this dont mistake me.
0	"that would be good … I'll phone you tomo lunchtime
1	PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04
0	Oh god..taken the teeth?is it paining
0	Come by our room at some point so we can iron out the plan for this weekend
0	Thanks. Fills me with complete calm and reassurance!
0	Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.
1	Please CALL 08712402902 immediately as there is an urgent message waiting for you.
1	"Hi babe its Jordan
0	I will reach before ten morning
0	V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
0	"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight
1	Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.
1	"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP"""
1	PRIVATE! Your 2003 Account Statement for 078
0	Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
0	"K
1	You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX
1	dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
0	"That's fine
0	"Just arrived
0	"It doesnt make sense to take it there unless its free. If you need to know more
1	07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
0	Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
0	Dont kick coco when he's down
1	Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
1	Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs)
0	Or maybe my fat fingers just press all these buttons and it doesn't know what to do.
1	Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
0	Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
1	"URGENT! Your mobile No 077xxx WON a £2
1	"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10
1	Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
0	Hey... Very inconvenient for your sis a not huh?
1	"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send
0	Meeting u is my work. . . Tel me when shall i do my work tomorrow
0	Yavnt tried yet and never played original either
1	Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
0	"Aight
0	Are you willing to go for aptitude class.
1	Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+
0	"The sign of maturity is not when we start saying big things.. But actually it is
0	Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.
1	Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL
0	Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
0	"Now
0	This phone has the weirdest auto correct.
0	"Jay told me already
1	3. You have received your mobile content. Enjoy
0	"Night has ended for another day
0	How are you. Just checking up on you
1	Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
1	"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob
0	Anything lor if they all go then i go lor...
1	"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why 
0	I cant pick the phone right now. Pls send a message
1	todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award
1	Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
1	FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
0	I can do that! I want to please you both inside and outside the bedroom...
0	Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
0	"Yes obviously
0	"Painful words- ""I thought being Happy was the most toughest thing on Earth... But
1	ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
0	Oh ok no prob..
1	T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
1	WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
1	Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
1	Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs
1	"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE
1	We currently have a message awaiting your collection. To collect your message just call 08718723815.
0	"The table's occupied
1	"500 New Mobiles from 2004
0	* Am on my way
0	"Dont search love
0	"Tunji
0	I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
1	"You are being contacted by our Dating Service by someone you know! To find out who it is
1	money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy
0	"swhrt how u dey
0	I am going to film 2day da. At 6pm. Sorry da.
0	Yo chad which gymnastics class do you wanna take? The site says Christians class is full..
1	Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
1	thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
0	"I wonder if your phone battery went dead ? I had to tell you
0	Do you like Italian food?
0	Mm umma ask vava also to come tell him can play later together
0	Were gonna go get some tacos
0	"What part of ""don't initiate"" don't you understand"
1	We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
0	Get ready for  &lt;#&gt;  inches of pleasure...
1	"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free
0	Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola
0	Ü neva tell me how i noe... I'm not at home in da aft wat...
1	Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
0	"Jolly good! By the way
0	"Oh! Shit
0	Well good morning mr . Hows london treatin' ya treacle?
1	Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
1	Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
0	Speaking of does he have any cash yet?
1	Here is Bir agency, we have a lot employer, we are free of charge, can you interview coming to our office register? If successful find employer in our agency we will give you $1000 bonis.
0	Is xy going 4 e lunch?
0	Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?
0	Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar
0	Your bill at 3 is £33.65 so thats not bad!
1	"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd
0	Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!
0	I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon
0	What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
1	"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6
0	Come to my home for one last time i wont do anything. Trust me.
0	"Just dropped em off
0	There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.
0	I anything lor.
1	Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
0	I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-)
0	"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw
1	"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim
1	Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
0	I will be outside office take all from there
0	"No
0	Alex says he's not ok with you not being ok with it
0	I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX
1	From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more
1	You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
0	That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
1	FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF
1	URGENT We are trying to contact you Last weekends draw shows u have won a £1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm
1	Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
0	"Sorry light turned green
1	"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE
0	"OH RITE. WELL IM WITH MY BEST MATE PETE
1	Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
1	FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
1	Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
1	Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a
1	Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg
0	"Haha yeah
1	Ringtone Club: Gr8 new polys direct to your mobile every week !
0	"Hmmm ... And imagine after you've come home from that having to rub my feet
1	Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
0	I'll pick you up at about 5.15pm to go to taunton if you still want to come.
1	"URGENT! Last weekend's draw shows that you have won £1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM
0	"My mobile number.pls sms ur mail id.convey regards to achan
1	"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY
1	Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner
1	PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04
0	Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
0	Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
1	"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE
0	Jay's getting really impatient and belligerent
0	Also where's the piece
1	Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL
0	Nothing spl..wat abt u and whr ru?
0	I have many dependents
0	"Hi this is yijue
0	In e msg jus now. U said thanks for gift.
1	"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday
0	It has issues right now. Ill fix for her by tomorrow.
1	We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now
0	Dai  &lt;#&gt;  naal eruku.
0	Probably earlier than that if the station's where I think it is
0	"Sorry
0	"Haha... Where got so fast lose weight
0	"Ah
0	K fyi x has a ride early tomorrow morning but he's crashing at our place tonight
0	"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv 
0	Its a site to simulate the test. It just gives you very tough questions to test your readiness.
0	Aah bless! How's your arm?
0	It's ok lar. U sleep early too... Nite...
0	THANX 4 PUTTIN DA FONE DOWN ON ME!!
1	"Hello darling how are you today? I would love to have a chat
0	Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
0	Ok Chinese food on its way. When I get fat you're paying for my lipo.
0	"says that he's quitting at least5times a day so i wudn't take much notice of that. Nah
1	"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame
0	"Haha get used to driving to usf man
1	FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk
1	"URGENT! Your Mobile No was awarded a £2
0	dont make ne plans for nxt wknd coz she wants us to come down then ok
1	You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
1	Missed call alert. These numbers called but left no message. 07008009200
1	-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
0	Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
0	Ü thk of wat to eat tonight.
0	YO YO YO BYATCH WHASSUP?
1	"Oh my god! I've found your number again! I'm so glad
1	"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022
1	"SMS SERVICES. for your inclusive text credits
0	Glad to see your reply.
0	"Aight no rush
0	"Guy
1	Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1
0	"Nah
1	You have 1 new voicemail. Please call 08719181513.
1	#ERROR!
1	"cmon babe
1	74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC
0	Cancel cheyyamo?and get some money back?
1	Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
0	Yes but I don't care cause I know its there!
